ID,英文詞彙,中文詞彙,更新日期
21374778,static thrust coefficient,靜推力係數,
21374779,stationary platform,固定式平臺,
21374780,statistical estimate,統計估算; 統計估算法,
21374781,steady-state solution,穩態解,
21374782,steam reforming (SR),水蒸汽重組,
21374783,steel sealing strip,鋼質密封條,
21374784,steering computer,駕駛用計算機; 操舵用電腦,
21374785,steering gear control system,舵機控制系統; 操舵裝置控制系統,
21374786,steering gear power actuating system,舵機動力致動系統; 操舵裝置動力致動系統,
21374787,step by step solution,逐步求解法; 逐次逼近解,
21374788,step lap joint,階梯式搭接; 階梯式搭接接頭,
21374789,stiff structure,剛性結構,
21374790,stiffened plate,加勁板; 加筋板; 加強板,
21374791,stiffener plate,加勁板; 加固板,
21374792,still air resistance,靜止空氣阻力,
21374793,stoichimetric coefficient,化學計量係數,
21374794,storage platforn,儲油平臺,
21374795,stored-program computer,內儲程式電腦,
21374796,straight-line stability,直線穩定性,
21374797,straightness,真直度;  平直度;  直度,
21374798,strength factor,強度因子,
21374799,strength type glass (S-glass),強化玻璃,
21374800,strength weld,受力銲道,
21374801,strengthening mechanism,強化機制,
21374802,stress amplitude,應力振幅; 應力波幅; 應力幅度,
21374803,stress amplitude ratio,應力迴圈脈動係數,
21374804,stress concentration factor,應力集中因子,
21374805,Stress Concentration Factor (SCF),應力集中係數,
21374806,stress factor,應力因子,
21374807,stress margin,應力餘裕; 應力裕度,
21374808,stress wave transmission,應力波傳遞,
21374809,stringer bead,直行銲道,
21374810,strip cladding,帶狀材覆面銲,
21374811,strip surfacing,帶狀材覆面銲,
21374812,Strouhal number,斯特勞哈爾數,
21374813,structural arrangement,結構布置; 結構佈置,
21374814,structural assembly,結構組合件; 結構組合,
21374815,structural configuration,結構構型; 結構形式; 結構配置,
21374816,structural consistency,結構一致性,
21374817,structural decoupling,結構脱鈎; 結構分離,
21374818,structural description,結構描述,
21374819,structural discontinuity,結構不連續,
21374820,structural discourse,結構論述,
21374821,structural effectiveness,結構有效性,
21374822,structural feature,結構樣貌特性,
21374823,structural instability,結構失穩,
21374824,structural integrity,結構完整性,
21374825,structural layout,結構布置; 結構布置圖; 結構佈置; 結構佈置圖,
21374826,structural layout design,結構布置設計; 結構佈置設計,
21374827,structural layout profile,結構佈置輪廓圖,
21374828,structural part,結構部件; 結構零件,
21374829,structural performance,結構性能; 結構強度特性,
21374830,structural profile,結構縱剖面圖,
21374831,structural synthesis,結構合成; 結構綜合,
21374832,structural sythesis,結構合成; 結構綜合,
21374833,structure designer,結構設計師,
21374834,structure-borne noise transmission,結構噪音傳遞,
21374835,stud welding,柱銲; 嵌柱銲接; 植釘銲,
21374836,styrene butadiene rubber (SBR),丁苯橡膠,
21374837,styrene butadiene rubber latex,丁苯橡膠膠乳,
21374838,subcommittee,小組; 小組委員會,
21374839,sub-committee,小組; 小組委員會,
21374840,sub-committee on bulk chemicals (BCH),"散裝化學品小組(IMO,MEPC)",
21374841,sub-committee on containers and cargoes (BC),"貨櫃與貨物小組(IMO, MSC)",
21374842,sub-committee on fire protection (FP),"防火小組(IMO, MSC)",
21374843,"sub-committee on life saving, search and rescue (LSR)","救生、搜索與救助小組(IMO, MSC)",
21374844,sub-committee on radio communications (COM),"無線電通信小組(IMO, MSC)",
21374845,sub-committee on safety of navigation (NAVS),"航行安全小組(IMO, MSC)",
21374846,sub-committee on ship design and equipment (DE),"船舶設計與設備小組(IMO, MSC)",
21374847,sub-committee on stability and loadlines on fishing vessel's safety (SLF),"漁船安全穩度與載重線小組(IMO, MSC)",
21374848,sub-committee on standards of training and watchkeeping (STW),"訓練與當值標準小組(IMO, MSC)",
21374849,sub-committee on the carriage of dangerous goods (COD),"危險貨物載運小組(IMO, MSC)",
21374850,submarine emergency communication transmitter (SECT),潛艦緊急通訊發射機,
21374851,submarine escape and rescue system,潛艇逃生與救援系統,
21374852,Submarine Launched Ballistic Missile (SLBM),潛射彈道飛彈,
21374853,submarine missile test,潛艦飛彈試驗,
21374854,submarine missile weapon system test,潛艦飛彈武器系統試驗,
21374855,submarine rescue chamber (SRC),潛艇救生艙,
21374856,submarine rescue vehicle,潛艇救援載具,
21374857,submarine torpedo weapon system test,潛艦魚雷武器系統試驗,
21374858,"Submarine, Ballistic Missile, Nuclear (SSBN)",核子動力彈道飛彈潛艦,
21374859,"Submarine, Ballistic, Nuclear (SSBN)",核子動力彈道飛彈潛艦,
21374860,"Submarine, Nuclear (SSN)",核子潛艦,
21374861,submersible drilling platform,坐底式鑽井平臺,
21374862,submersible platform,潛水式平臺; 坐底平臺,
21374863,subsea christmas tree,海底聖誕樹,
21374864,substrate failure,結構基材破壞,
21374865,suction bucket jacket (SBJ) foundation,負壓沉箱管架式基礎,
21374866,suction pile,負壓沉箱基礎; 吸力樁,
21374867,sulfonic acid {sulphonic acid},磺酸,
21374868,sulpholane,十三醇,
21374869,Super High Frequency (SHF),極高頻,
21374870,Super High Frequency (SHF) (3 GHz-30 GHz),極高頻(率),
21374871,superstructure block,船艛結構部件,
21374872,Supreme Allied Commander Atlantic (SACLANT),大西洋盟軍統帥(最高指揮官),
21374873,Supreme Allied Commander Europe (SACEUR),歐洲盟軍統帥,
21374874,surface effect platform,氣墊平臺; 表面效應平臺,
21374875,surface platform,水面平臺,
21374876,Surface Ship Engineering Standards (SSES),水面船艦工程標準,
21374877,surfacing,上浮; 堆銲; 堆銲接; 表面處理; 表面加層,
21374878,surge effect,湧浪效應; 突波效應,
21374879,survey at interval,間隔檢查,
21374880,survey before ship is put in service,船舶服務前檢驗,
21374881,swaging,鍛造; 型鍛; 模鍛,
21374882,swash plate angle,制水板角; 斜盤角,
21374883,synchronous computer,同步電腦; 同步計算機,
21374884,synthesis phase,合成階段,
21374885,system effectiveness,系統實效度,
21374886,system life,系統壽命,
21374887,system performance effectiveness,系統操作有效度,
21374888,system redundancy,系统冗餘,
21374889,system safety effectiveness,系統安全有效度,
21374890,systematic imperfection,系統性瑕疵,
21374891,tack run,定位道,
21374892,tack weld,定位銲道; 暫銲; 定位銲點; 點銲,
21374893,tack welding,定位銲接; 定位點銲,
21374894,tacking pass,定位道,
21374895,tactical effectiveness,戰術效果; 作戰效果; 戰術可行性,
21374896,target - indicating sight,目標指示燈,
21374897,target response function,目標反應函數; 目標響應函數,
21374898,target strength,目標強度,
21374899,Task Element (TE),特遣分隊,
21374900,Task Force (TF),特遣部隊,
21374901,Task Group (TG),特遣支隊,
21374902,Task Unit (TU),特遣區隊; 特遣單位,
21374903,Taylor's advance coefficient,泰勒前進係數,
21374904,Technical Cooperation Committee (TC),技術合作委員會,
21374905,temper condition,煉度符號; 回火狀態,
21374906,temper designation,煉度符號,
21374907,template platform,基板式平臺,
21374908,temporal average,時間平均,
21374909,temporal mean,時間平均,
21374910,temporal mean square,時間均方,
21374911,temporary backing,暫時性背襯,
21374912,temporary threshold shift (TTS),暫時性聽力受損閾值,
21374913,temporary weld,暫時性銲道,
21374914,tension leg platform (TLP),張力腿式平臺; 張力腳式平臺,
21374915,tentative solution,推測解,
21374916,terminal defence weapon system for hard destroy,末端硬殺傷防禦系統,
21374917,terrace,露臺; 望臺; 排屋,
21374918,tert-amyl alcohol,第三戊醇; 2-甲基-2-丁醇; 叔戊醇,
21374919,tert-butyl alcohol,第三丁醇; 叔丁醇; 新丁醇,
21374920,tertiary structure,第三級结構,
21374921,test specimen,試件; 試樣; 試片,
21374922,tested welding consumable,已測試銲接耗材,
21374923,testing organization,檢測單位; 檢測機構,
21374924,tethered buoyant platform,纜系浮動平臺,
21374925,tethered production platform (TPP),纜系生產平臺,
21374926,the International Safety Management code (ISM code),國際安全管理章程,
21374927,thermal analogy computer,熱模擬計算機,
21374928,thermal expansion and contraction,熱脹冷縮,
21374929,thermal signature,熱信號; 熱成像; 熱原信號; 熱特徴,
21374930,thermo mechanic rolling (TMR),熱功軋製,
21374931,thermodynamic equilibrium state,熱力平衡狀態,
21374932,thermodynamic state,熱力狀態,
21374933,thermo-plastic (TP) matrix resin,熱塑性基材樹脂,
21374934,thermo-set (TS) matrix resin,熱固型基材樹脂,
21374935,third law of thermodynamics,熱力學第三定律,
21374936,Threat Evaluation and Weapon Allocation (TEWA),威脅評估與武器分配,
21374937,threat level,威脅度; 威脅等級,
21374938,three gyro-stabilized platform,三軸陀螺穩定平臺,
21374939,three-address computer,三地址計算機,
21374940,Through-Life Cost (TLC),壽期成本,
21374941,tie-down restraint,紮緊束縛,
21374942,Time Division Multiplexing (TDM),分時多工,
21374943,time to first rescue (TTFR),等待救援時間,
21374944,time-domain solution,時域解,
21374945,time-sharing computer,分時計算機,
21374946,tip loading,葉尖增載,
21374947,tip unloading,葉尖降載; 尖端卸載; 葉尖減載,
21374948,tip vortex cavitation inception speed,葉尖渦空泡起始速率,
21374949,titanium based alloy dynamic riser,鈦基合金動態立管,
21374950,top-down,由上而下; 自上而下,
21374951,topside tank plating,翼肩艙口板列,
21374952,topside tank sloping plating,翼肩艙斜板列,
21374953,topside tank sloping plating longitudinal,翼肩艙斜板列縱材,
21374954,topside tank vertical strake,翼肩艙垂直板,
21374955,torch,銲槍; 點銲槍; 電銲槍; 銲槍管；銲炬; 吹把; 火炬; 噴燈; 手電筒,
21374956,torch head,銲槍; 點銲槍; 電銲槍; 銲槍管,
21374957,torpedo - firing data computer,魚雷射擊數據計算機,
21374958,torpedo data computer,魚雷數據計算機,
21374959,Total Atmosphere Control System (TACS),整體空域管制系統,
21374960,total solution,全解,
21374961,towed array sonar (TAS),拖曳陣列聲納,
21374962,towed array sonar system,拖曳式陣列聲納系統,
21374963,towed array vessel,拖曳式陣列船,
21374964,towing cable,拖曳電纜; 拖索; 拖纜,
21374965,towing clench,拖纜緊箝; 拖纜抓緊具,
21374966,towing hook platform,拖鈎臺; 拖纜鈎平臺,
21374967,tracking computer,追蹤電腦; 索敵計算機,
21374968,traffic computer,交通計算機,
21374969,training platform,培訓平臺; 訓練平臺,
21374970,trajectory of maximum shearing stress,最大剪應力線; 最大剪應力軌跡,
21374971,trajectory of principal stress,主應力線; 主應力軌跡,
21374972,transfer maximum in stopping,緊急停俥時的最大橫距,
21374973,Transient Electronic Effect on Electronics (TREE),電子設備瞬間電子效應,
21374974,transient solution,暫態解; 瞬態解,
21374975,transistor automatic computer,晶體管自動計算機,
21374976,transition probability matrix,轉移機率矩陣,
21374977,transmission path,傳輸路徑; 傳遞路徑,
21374978,transmitted wave,透射波; 發射波,
21374979,Transponder Turnaround Frequency Ratio (TTFR),異頻雷達收發機周轉頻率比,
21374980,transverse shrinkage,橫向收縮,
21374981,travel speed,移行速率,
21374982,trend-setting ship,引領潮流的船型,
21374983,trial-and-error solution,試誤解法; 試算解,
21374984,trichloroethane,三氯乙烷,
21374985,trichloroethylene,三氯乙烯,
21374986,trichloropropane,三氯丙烷,
21374987,trichloro-trifluoroethane,三氯三氟乙烷,
21374988,tricresyl phosphate,三甲酚基磷酸酯,
21374989,tridecanol,三甘醇,
21374990,triethanolamine,三乙醇胺,
21374991,triethylamine,三乙胺,
21374992,triethylbenzene,三乙基苯,
21374993,triethylene glycol,三乙二醇,
21374994,triethylene glycol butyl ether,三甘醇丁基醚,
21374995,triethylenetetramine,三烯四胺,
21374996,triisopropanolamine,三異丙醇胺,
21374997,trim level,內飾水平; 內飾等級; 內飾標準,
21374998,trimethyl phosphite,亞磷酸三甲酯,
21374999,trimethylacetic acid,三甲基醋酸,
21375000,trimethylbenzene,三甲基苯,
21375001,trimethylhexamethylene diisocyanate,二異氰酸三甲基環六次甲基酯,
21375002,trimethylhexamethylenediamine,三甲基環六次甲基二胺,
21375003,trimethylol propane ethoxylate,乙氧基化三羥甲基丙烷,
21375004,trimethylol propane polyethoxylate,聚乙氧基化三羥甲基丙烷,
21375005,Trinitrotoluene (TNT),三硝基甲苯,
21375006,tripod jack-up platform,三腳式升降平臺; 三腳架升降式平臺,
21375007,tripping,跳凸; 跳脱,
21375008,tripropylene glycol,三丙烯乙二烯,
21375009,tripropylene glycol methyl ether,丙烯乙二醇甲醚,
21375010,trithyl phosphite,亞磷酸三乙酯,
21375011,trivial solution,顯而易見解; 無聊解; 無用解; 零解; 平凡解; 無效解,
21375012,trixylyl phosphate,磷酸(三)二甲苯酯; 磷酸三二甲苯酯,
21375013,trochoidal propeller,擺線波動槳,
21375014,true water speed,船舶真速(ITTC:船相對於周圍水之速度),
21375015,trussed spar type platform,桁架式浮圓筒型平臺,
21375016,tunnel platform,軸隧平臺,
21375017,tunnel plating,管道板列,
21375018,turbine - driven fan,渦輪驅動風機,
21375019,turbofan engine,渦扇發動機,
21375020,turbulent-flow extent,紊流段範圍; 紊流區,
21375021,turntable platform,轉盤平臺,
21375022,turpentine,松節油,
21375023,twin gyro-stabilized platform,雙軸陀螺穩定平臺,
21375024,twin-hull semisubmersible platform,雙體半潛式平臺,
21375025,two side welding,雙側銲接,
21375026,two-address computer,雙地址計算機,
21375027,two-column platform,雙柱平臺,
21375028,two-dimensional oscillating foil propeller,二維擺動翼槳,
21375029,two-side welding,雙側銲接,
21375030,Type Approval Certificate,型式認可證書,
21375031,UK Maritime Coastal Communications System (UKMACCS),英國沿岸海事通訊系統,
21375032,ultimate life,極限使用壽命,
21375033,ultimate shelf life,無限儲存期限,
21375034,Ultra High Frequency (UHF),超高頻,
21375035,ultra large container ship (ULCS),超巨型貨櫃船:超大型貨櫃船,
21375036,unbaffled piston,非擋板活塞; 非屏障活塞,
21375037,unbiased estimate,無偏估計,
21375038,undecane,十一碳烯,
21375039,undecyl alcohol,十一醇,
21375040,under design,欠安全設計; 安全係數不足設計,
21375041,underwater christmas tree,水下聖誕樹,
21375042,underwater explosive loading,水下爆炸負荷,
21375043,unevenness of wake,跡流不均勻度,
21375044,unexpected interference,意外干擾,
21375045,unexpected noise (UN),非預期異音,
21375046,unique solution,唯一解,
21375047,unit construction computer,組件式計算機; 部件結構計算機,
21375048,Unit Production Cost (UPC),單位生產成本,
21375049,United States Navy (USN),美國海軍,
21375050,universal digital computer,通用數位電腦,
21375051,unmanned aircraft system (UAS),無人飛機系統,
21375052,unmanned arial system (UAS),無人飛行系統,
21375053,unmanned arial vehicle (UAV),無人飛行載具; 無人航空載具,
21375054,unmanned instrument platform,無人操縱探測儀表臺; 無人操作探測儀表臺,
21375055,unmanned platform,無人平臺,
21375056,unsaturated polyester (UP resin),不飽和樹脂,
21375057,unscheduled inspection,不定期檢查,
21375058,upper yield point,上降伏點,
21375059,urea nitrate solution,尿素溶液,
21375060,urea phosphate solution,尿素溶液,
21375061,urea resin solution,尿素樹脂溶液,
21375062,urea solution,尿素溶液,
21375063,"urea, ammonium solution (containing aqua ammonia)",尿素、銨溶液(含氨水),
21375064,vacuum - insulated tank,真空絕緣艙; 真空絕熱槽,
21375065,vapor-pressure curve,氣-壓曲線,
21375066,vapour cavitation number,蒸氣空化數,
21375067,Variable Depth Sonar (VDS),變深聲納,
21375068,variable fuel injection timing (VIT),可變噴油正時,
21375069,vaseline,凡士林,
21375070,vectored thrust device,向量可調式推力裝置,
21375071,vectored-thrust,向量可調推力,
21375072,vectored-thrust maneurerability,向量可調推力操縱性能,
21375073,vectored-thrust propulsion system,推力向量可調式推進系統,
21375074,vectored-thrust system,向量可調式推力系統,
21375075,vegetable oil,植物油,
21375076,vegetable protein solution (hydrolysed),植物蛋白質溶液(水解),
21375077,ventilation inception,通氣起始,
21375078,Vertical Take-off and Landing (VSTOL),垂直起降,
21375079,very large container ship (VLCS),甚大型貨櫃船; 巨型貨櫃船,
21375080,vessel of opportunity (VOO),美國海軍機會級救援船,
21375081,VHF omnidirectional range (VOR),特高頻全向信標定位臺; 甚高頻全向信標定位臺,
21375082,vibration transmission,振動傳遞,
21375083,vibratory force,振動力,
21375084,vinyl axetete,醋酸乙烯酯,
21375085,vinyl ester resin (VE resin),乙烯基樹脂,
21375086,vinyl ethyl ether,乙基乙烯醚; 乙烯基乙醚,
21375087,vinyl neodecanoate,新癸酸乙烯酯,
21375088,vinyl toluene,乙烯基甲苯,
21375089,vinylester resin,乙烯酯樹脂,
21375090,vinylidene chloride,二氯亞乙烯; 氯亞乙烯; 二氯乙烯,
21375091,virtual computer,虛擬計算機,
21375092,Visual Display Unit (VDU),目視顯示裝置,
21375093,visual estimation,目測,
21375094,visualising structural behaviour,可視化結構行為,
21375095,VOO (US Navy rescue ship),美海軍VOO級救援船,
21375096,voyage estimate,航次估算,
21375097,waste-heat recovery,廢熱回收,
21375098,water ingress,進水,
21375099,water take-up,吸水,
21375100,watertight integrity,水密完整性,
21375101,wave encounter,波浪遭遇,
21375102,wave impact,波浪衝擊,
21375103,wave number spectrum,波數譜,
21375104,weakness link,弱環; 薄弱環節,
21375105,weapon - target assignment (WTA),有效武器-目標分配,
21375106,weapon load,武器負荷; 兵器載荷,
21375107,weapon loading,兵器裝填,
21375108,Weapons Function Unit (WFU),武器功能切換裝置,
21375109,weathercock stability,風向穩定性; 風標穩定性,
21375110,weathering test,耐候性試驗,
21375111,weld batch,銲道批次,
21375112,weld metal,銲接金屬; 銲道金屬,
21375113,weld pool,熔池,
21375114,weld run sequence,銲道各道順序,
21375115,weld sequence,銲接順序; 銲道順序,
21375116,weld setter,銲接設定員,
21375117,weld width,銲縫寬度,
21375118,weld zone,銲接區,
21375119,welder certification,銲接技術士認證; 銲接技術員認證,
21375120,welder qualification,銲接技術士資格檢定; 銲接技術員資格檢定,
21375121,welding accessories,銲接附件,
21375122,welding blowpipe,銲槍; 點銲槍; 電銲槍; 銲槍管,
21375123,welding coordination,銲接管理,
21375124,welding coordinator,銲接管理人員,
21375125,welding cycle,銲接週期,
21375126,welding data,銲接數據,
21375127,welding equipment,銲接設備,
21375128,welding gun,銲槍; 點銲槍; 電銲槍; 銲槍管,
21375129,welding inspection,銲接檢驗; 銲接檢查,
21375130,welding inspector,銲接檢驗員; 銲接檢查員,
21375131,welding installation,銲接裝備,
21375132,welding operator,銲接操作員,
21375133,welding parameters,銲接參數,
21375134,welding pistol,銲槍; 點銲槍; 電銲槍; 銲槍管,
21375135,welding procedure qualification record (WPQR),銲接程式檢定紀錄,
21375136,welding procedure qualification test (WPQT),銲接程式檢定測試; 銲接程式檢定試驗,
21375137,welding procedure specification (WPS),銲接程式規範書,
21375138,welding time,銲接時間,
21375139,welding torch,銲槍; 點銲槍; 電銲槍; 銲槍管,
21375140,welding unit,銲接設備系統,
21375141,welding variable,銲接變數,
21375142,well platform,油井平臺,
21375143,wellhead blowout preventor,井口防噴器:井噴防護裝置,
21375144,wet mode frequency,濕模態頻率,
21375145,whisker,支索撐杆螺旋觸簧; 螺旋彈簧; 螺旋彈簧觸鬚,
21375146,whisker pole,輕型駛帆杆,
21375147,white spirit,油漆溶劑油; 塗料溶劑油; 松香水; 白節油; 白酒精; 白醇,
21375148,"white spirit, low aromatic",石油溶劑低芳香劑,
21375149,wind assisted ship propulsion (WASP),風助船舶推進; 風帆助推,
21375150,wind-tunnel computer,風洞計算機,
21375151,wine,酒,
21375152,wire brushing,刷洗; 鋼絲刷刷洗,
21375153,work instruction,工作指導書,
21375154,working life,使用年限; 工作期限; 工作壽命,
21375155,working substance,作工物質; 工作介質,
21375156,workplace,工作場所,
21375157,World Wide Military Command and Control System (WWMCCS),全球軍事指揮管制系統,
21375158,world wide web (WWW),全球廣域網路,
21375159,xylene,二甲苯,
21375160,xylenol,二甲酚,
21375161,yttrium aluminum garnet welding (YAG-welding),釔鋁石榴石雷射銲接,
21375162,zero emission ship,零排放船,
21375163,zeroth law of thermodynamics,熱力學第零定律,
