ID,英文詞彙,中文詞彙,更新日期
21378922,Chinese Taipei Kabaddi  Federation,中華民國卡巴廸運動協會,
21378923,Chinese Taipei Korfball Association,中華民國合球協會,
21378924,Chinese Taipei Luge Association（CTLA),中華民國雪橇協會,
21378925,Chinese Taipei Ski Association,中華民國滑雪協會,
21378926,chip in,近洞邊推入,
21378927,chip shot  ,短推入洞,
21378928,chiropractor,手療師,
21378929,chronic  injury,慢性傷害,
21378930,circumduetion ,繞環運動,
21378931,clasic technique,傳統式技巧,
21378932,classic formate,經典賽制,
21378933,cleared,試跳成功,
21378934,clearing the water,水面淨空,
21378935,clenched  fist ,緊握拳頭,
21378936,climbing technique,爬坡技巧,
21378937,closd  kinetic  chain{=CKC},閉鎖式動力鏈運動,
21378938,close and spread ,逐步拉開傳球,
21378939,close lie ,球停在 硬地上,
21378940,close look at the swing   ,揮桿後續動作恊調一致,
21378941,close race ,秘密的競賽,
21378942,club face  ,球桿頭擊球面,
21378943,collect position,接球位置,
21378944,combined,跑射聯項,
21378945,combined events,全能項目,
21378946,commencing,起跳高度,
21378947,commentary information system,評論資料系統,
21378948,commentator,播報員,
21378949,compact  Bunch ,密集群,
21378950,competing under protest,賽中抗議,
21378951,competition award,比賽獎項,
21378952,competition data processing,競賽資料處理,
21378953,competition equipment,競賽設備,
21378954,competition regulation,競賽規程,
21378955,competition venue,比賽場地,
21378956,complete game(CG),完投,
21378957,compressing the zon,壓迫對方的區域聯防,
21378958,concave,腳窩,
21378959,concrete track ,混泥土跑道,
21378960,confined event ,秘密的競賽,
21378961,conseil internationale du sport militaire ,國際軍事體育聯合會 ,
21378962,constant movement ,連續移動,
21378963,contest director,賽事總監,
21378964,contest singlet,比賽背心,
21378965,contestable surf conditions,可競賽衝浪情況,
21378966,contractions  ,對稱性的,
21378967,control  two yard man ,箝制中鋒,
21378968,contusion  ,撞挫傷,
21378969,corks crew  ,潑人,
21378970,corner boards ,角板,
21378971,corner draw,邊區旋進{冰壺},
21378972,corner man ,邊鋒,
21378973,cornering,轉彎技巧,
21378974,costochodral  sprain  ,肋軟骨拉傷,
21378975,courtesy line,禮儀線{冰壺},
21378976,crading  of ball ,把球兜住,
21378977,cranks,曲柄,
21378978,crash,失誤,
21378979,crazy commandos(CC),瘋狂交換,
21378980,creativity,創造性,
21378981,crew,霹靂舞團體,
21378982,crickets,蛙轉,
21378983,criss-crossing offensive,交叉攻擊,
21378984,cross country marathon,馬拉松式越野賽,
21378985,cross country running,越野跑,
21378986,cross over ,交叉裺護,
21378987,cross whee,橫切反拉轉身傳球,
21378988,cross wind form left,利用左斜風擊球,
21378989,cross wind from right ,利用右斜風擊球,
21378990,cross-checking,橫桿推撞,
21378991,cross-country skiing,越野滑雪,
21378992,crossfire,誤射靶,
21378993,crossover extension,交叉延伸,
21378994,crossover legs ,腳後交叉,
21378995,crossovers,交叉;剪式,
21378996,curling,冰石壺；冰壺,
21378997,curling under  ,打左旋球,
21378998,curvatures of spins ,脊柱彎曲,
21378999,cushion,避震器,
21379000,cut off ,堵住,
21379001,cut the feed,切斷傳球,
21379002,cut under,並肩時潛水搶前位{水球},
21379003,cut up  ,打高球,
21379004,cutting,切斷,
21379005,dark  blue flag ,深藍色旗,
21379006,dark room drill ,暗房練習,
21379007,death overtime,驟死賽,
21379008,deck,滑板板面,
21379009,dedouble elimination,雙重淘汰制,
21379010,default,棄權,
21379011,defence zone,防守區,
21379012,defended position,防守位置,
21379013,defender,防守者,
21379014,defensive efficiency,防守效率,
21379015,delayed penalty,延遲罰球,
21379016,delaying play,延遲比賽,
21379017,delivering end,投擲端,
21379018,delivering stick,壺桿,
21379019,delivering team,投擲隊,
21379020,delivery,投擲,
21379021,deltoid degagement  ,三角韌帶,
21379022,devot   ,球在小坑,
21379023,diagonal techniques,交替滑行,
21379024,dimensions of spikes,鞋釘尺寸,
21379025,disc-brake,碟刹,
21379026,dislocation  ,脫臼,
21379027,displaced stone,移位壺,
21379028,disproportionate  movement  ,不合理動作,
21379029,disqualification for unsportsmanlike behavior(DQB),因違反運動精神之行為的取消資格,
21379030,distal ,遠端的,
21379031,division,項目,
21379032,do or die raid,第三波進攻,
21379033,dorsiflexion ,背屈,
21379034,dorsum ,背面,
21379035,double banks,雙比賽場地,
21379036,double poling techniques,雙杖推撐滑行,
21379037,double take-out,一個石壺擊中兩個石壺使其出局,
21379038,double-double,雙十(籃球),
21379039,Doubles Allowed(2B),二壘安打,
21379040,doubles sled,雙人雪橇,
21379041,double-team ,包夾防守 ,
21379042,doubling,包夾,
21379043,downhill,下坡賽,
21379044,downhill techniques,下坡技巧,
21379045,Draw Shot Challenge (DSC),平局排名{冰壺},
21379046,draw weight,精準力道{冰壺},
21379047,dress code ,穿著規定,
21379048,dress code enforcement procedure,服裝規定執法程序,
21379049,dress/advertising code violation warning(DC),違反衣著/廣告規定警告用表,
21379050,dribble option ,有選擇的運球,
21379051,dribble out the time ,運球消耗時間,
21379052,drive and kick,帶球突破並傳球,
21379053,drive in shot ,切入射門,
21379054,drop back dry reception ,空中接球,
21379055,droppted baton,掉棒,
21379056,dynamic collect,動態接球;動態做球,
21379057,earned run average(ERA),自責分率/防禦率,
21379058,easy basket,輕鬆得分,
21379059,edd wall,池壁虎,
21379060,edge control,冰刀控制,
21379061,edge work,刀刃動作,
21379062,egg beater kick ,攪蛋式踩水,
21379063,elboe freeze,肘定,
21379064,elbow  backward ,用肘向後頂人,
21379065,elbow airflare,肘撐大風車,
21379066,electric épée,電子銳劍,
21379067,electronic hog line device,電子犯規線裝置{冰壺},
21379068,elevation adjustment,高低修正,
21379069,eligibility rules,資格條款,
21379070,end,輪次{射箭},
21379071,end boards ,端板,
21379072,endlines,端線,
21379073,entre line,中線,
21379074,entry fee,報名費,
21379075,entry rules,報名規範,
21379076,entry-exit,進出技術,
21379077,épée fencing,銳劍,
21379078,epieondylitis  ,上踝炎,
21379079,equestrian show jumping,馬術,
21379080,equipment control card,裝備檢查卡,
21379081,equipment control jury,裝備檢查審判委員,
21379082,er – earned runs(ER),投手自責失分,
21379083,EST scoring protests,電子計分靶系統計分抗議,
21379084,EST technical officer ,電子計分靶技術員,
21379085,euro step,歐洲步,
21379086,event presentation manager,賽事展演經理,
21379087,eversion ,外翻,
21379088,excessive passing,過度傳球,
21379089,exostosis ,骨刺,
21379090,extension of time,延長時間,
21379091,extensor hood ,肌腱共同體,
21379092,extra end,平手而增加新的一局,
21379093,extrinsic muscle ,外部肌肉,
21379094,faceoff circle,爭球圈,
21379095,faceoff spot,爭球點,
21379096,fadeaway shot,後仰跳投,
21379097,failure to participate,缺席比賽；禁賽,
21379098,failure to report to the call room,檢錄未到,
21379099,fake shot ,假射,
21379100,false information,虛假資料,
21379101,false start dectection system,起跑犯規監測系統,
21379102,fast break points,快攻得分,
21379103,feed,餵球;餵球者;傳球者,
21379104,feed position,餵球位置,
21379105,fiberglass,玻璃纖維,
21379106,field events coaches,田賽教練,
21379107,field events referee,田賽裁判,
21379108,field goal,投籃得分,
21379109,field goals made-attempted(FGM-A),出手命中數,
21379110,field lighting,場地照明,
21379111,field manager,場地管理員,
21379112,field markings,場地標誌,
21379113,field regulations,比賽場地規範,
21379114,FIL Luge World Championships,世界雪橇錦標賽,
21379115,fin,舵,
21379116,final signal,結束訊號,
21379117,finish is clear,終點準備完成,
21379118,finish leader,終點裁判{雪橇},
21379119,finish recorder,終點記錄員,
21379120,firearm malfunctions,槍枝故障,
21379121,firing point,射擊位置,
21379122,first player,第一棒,
21379123,first-aid room,急救室,
21379124,flag raising ceremony,升旗儀式,
21379125,fletching,箭羽,
21379126,float,漂浮動作,
21379127,floater ,拋投,
21379128,fly Outs(FO),高飛球出局,
21379129,following wind,順風,
21379130,forehand handling,正手接球,
21379131,forehand passing,正手傳球,
21379132,forerunner,測試滑行者,
21379133,forfeited game,被沒收的比賽,
21379134,forgo,免跳{跳高},
21379135,fork,前避震；前叉,
21379136,forward crossover,前交叉,
21379137,forward skating,前滑,
21379138,forward stride,前跨步,
21379139,foul substitution,替補犯規,
21379140,four cross,四人下坡賽,
21379141,fourth player,第四棒,
21379142,frameset,車架,
21379143,free guard zone(FGZ),防守區{冰壺},
21379144,free pass,罰球；自由球,
21379145,free pass area ,罰球區,
21379146,free surfing,自由衝浪,
21379147,free technique,自由式技巧,
21379148,free throw circle,罰球圈,
21379149,free throw line ,罰球線,
21379150,free throws made-attempted(FTM-A),罰球命中數,
21379151,freestyle skiing,自由式滑雪,
21379152,freeze,定點{格},
21379153,froat crowl position  ,俯卧姿勢,
21379154,front  backward  shot ,正面反手射門,
21379155,front blinder,前遮罩,
21379156,front bridges,前橋,
21379157,front house weight,得分區前半部力道{冰壺},
21379158,frontside 180,外跳轉,
21379159,full court ,全場,
21379160,full court press  ,全場緊逼,
21379161,full ice ,全冰場,
21379162,full screw ,轉體,
21379163,full time ,全場時間,
21379164,fully automatic timing  and photo finish system,全自動計時及終點攝影系統,
21379165,function firing range,功能靶場,
21379166,game started(GS),先發,
21379167,games finished(GF),救援次數,
21379168,games in relief(GIR),中繼次數,
21379169,gap time,間隔時間,
21379170,get by ,過人,
21379171,glide wax,滑行蠟,
21379172,glide zone,滑行區,
21379173,gliding,滑行,
21379174,go ahead by one lap,超越一圈,
21379175,goal area line,球門區線,
21379176,goal block,抓手封球,
21379177,goal keeper   ,守門員,
21379178,goal post,球門柱,
21379179,goal referee  ,監門員,
21379180,goal scorer ,監門員,
21379181,goal-keeper's restraining line,守門員限制線,
21379182,gold medal,金牌,
21379183,golden goal,黃金進球,
21379184,got collect (call),進攻召喚{喊},
21379185,grab,抓手,
21379186,grab the rebound,搶到籃板球,
21379187,graphics,板面上的圖案,
21379188,grasp and pick up,抓手起手球,
21379189,grease one's body  ,用油擦身{水球犯規},
21379190,Greek péntathlon ,希臘五項{古代另稱},
21379191,green card,綠卡{警告},
21379192,grind,輾磨,
21379193,grip wax,抓地蠟,
21379194,griptape,砂紙,
21379195,groin strain  ,鼠蹊部拉傷,
21379196,groomed slope,整備過的坡道,
21379197,ground into double play(GDP),雙殺打,
21379198,ground outs (GO),滾地球出局,
21379199,guidelines for manual timekeeping,計時手冊綱要,
21379200,guity of misconduct  ,非法行為,
21379201,hack,踏板,
21379202,hack line,踏板線,
21379203,hack weight,遠端起踏器力道{冰壺},
21379204,hack-a-shaq,駭客戰術,
21379205,half back ,中衛球員,
21379206,half ice ,半冰場,
21379207,half screw  ,半轉體,
21379208,halo,風車側頭刷,
21379209,hamstrain,腿後肌群拉傷,
21379210,hamstrings  ,腿後肌,
21379211,hand off,持球推人{水球},
21379212,hand signals,手勢信號,
21379213,hand timed performances,手動計時賽事,
21379214,handlebar,車把把手,
21379215,head down dribble  ,埋頭運球{水球},
21379216,head finish judge,終點主裁判,
21379217,head freeze,頭定,
21379218,head judge,裁判長,
21379219,head judge for walking events,競走裁判長,
21379220,head judges for the jumping events,跳部裁判長,
21379221,head throwing judge,擲部主裁判,
21379222,head up dribble ,抬頭運球{水球},
21379223,head up sprint,抬頭短衝{水球},
21379224,headspin,頭轉,
21379225,heelflip,腳跟翻,
21379226,height difference(HD),垂直高度變化,
21379227,height of crossbar,球門橫木高度,
21379228,height of hurdles,欄架高度,
21379229,helicoper,直升機,
21379230,hemiated disc ,錐間盤突出,
21379231,herringbone techniques ,爬坡V字技巧,
21379232,hesitate  and go ,虛晃切入過人{水球},
21379233,high ankle sprain ,高踝關節扭傷,
21379234,high elbow  ,高抬肘,
21379235,high house,高靶房{射擊},
21379236,high-sticking,高桿攻擊,
21379237,hinder an opponent excessively,過度阻礙對手,
21379238,hinder an opponent of the opposite sex in throwing the ball,阻礙異性對手投球,
21379239,hip number,側貼號碼布,
21379240,hip pointer,髖撞傷,
21379241,hips up,臀部高抬起,
21379242,hit and roll,一個石壺將對手的石壺擊出得分區,
21379243,hit by pitch(HBP),觸身球,
21379244,hits{(H),被安打數,
21379245,hld - hold(HLD),中繼成功,
21379246,hog line,前擲線,
21379247,hog line violation,前擲線犯規{冰壺},
21379248,hold an opponent ,抱持對方,
21379249,hold off an opponent,阻止對手,
21379250,holding off,阻止,
21379251,holding the ball ,持球,
21379252,holding the bar ,把持橫木{冰壺},
21379253,hole layout shot ,前彎仰臥射門{水球},
21379254,hole man ,固定中鋒{水球},
21379255,hole man offence  ,門前中鋒戰術{水球},
21379256,hole play ,門前中鋒戰術{水球},
21379257,home end,冰道起始端{冰壺},
21379258,home run(HR),全壘打 ,
21379259,home runs allowed(HR),全壘打 ,
21379260,honorary member,榮譽委員,
21379261,hook pass ,鈎手傳球,
21379262,host country,主辦國,
21379263,house,大本營{計分圈}；靶房{射擊},
21379264,hub,花鼓；車輪軸,
21379265,hurry,用力刷{冰壺},
21379266,illegal player ,非法球員,
21379267,imginary  line ,想像線{水球},
21379268,impeding ,阻止對方,
21379269,implements,比賽器材,
21379270,improper cant,進攻口號錯誤,
21379271,impulse conduction ,神經衝動傳導,
21379272,incomplete teams,不完整隊伍,
21379273,independent expert,獨立檢查員,
21379274,indian-step ,印地安步,
21379275,individual skills,個人技術,
21379276,individual sprint competitions,個人衝刺賽,
21379277,inervation  ,支配,
21379278,inner goal-line,球門底線,
21379279,innings pitched(IP),投球局數,
21379280,innominate  bones  ,無名骨,
21379281,insertion ,止點,
21379282,inside mark ,球門前防守{水球},
21379283,inside out,外旋{冰壺},
21379284,inspection of the competition stadium,熟悉場地,
21379285,intercept the pass,攔截傳球;截球 ,
21379286,International Federation for Equestrian Sports (FEI),國際馬術總會,
21379287,international judge,國際裁判,
21379288,International Korfball Federation(IKF),國際合球聯合會,
21379289,International Luge Federation(FIL),國際雪橇總會,
21379290,International Luge Regulation(IRO),國際雪橇規則,
21379291,international road race measurer,國際路跑丈量員,
21379292,International Ski and Snowboard  Federation(FIS),國際滑雪總會,
21379293,international technical officials (ITO),國際技術委員,
21379294,interpretative quality,詮釋性,
21379295,interval start competitions,個人計時賽,
21379296,intrinsic  muscle  ,內在肌肉,
21379297,inversion  ,內翻,
21379298,inversion sprain ,內翻扭傷,
21379299,invitation meetings ,邀請賽,
21379300,irregular ball ,違規{水球},
21379301,irregular shot,異常射彈,
21379302,ISA competitor sticker,ISA比賽貼紙,
21379303,ISSF protest form,國際射擊聯盟抗議表格,
21379304,jamming  ,收縮{水球},
21379305,jet ski,水上摩托車,
21379306,jostle,撞入{田徑},
21379307,judging criteria,評判準則,
21379308,jump too soon,跳球太早,
21379309,jumper knee,跳躍膝,
21379310,Junior World Luge Championships(JWLC),世界青少年雪橇錦標賽,
21379311,jury dicision,審判委員判決,
21379312,jury member,仲裁委員會委員,
21379313,jury of appeal dicision,上訴委員決議,
21379314,kabaddi mat,卡巴廸綠波墊,
21379315,keep away  ,拉開{水球},
21379316,keep pressure  constantly     ,連續壓迫{水球},
21379317,kick or strike  an opponent  ,踢打對手{水球},
21379318,kick the ball  ,踢球犯規{水球},
21379319,kick zone,蹬踏區,
21379320,kingpin,主釘,
21379321,kneeboard,跪板,
21379322,kneespin,膝蓋轉,
21379323,korf,球框,
21379324,korfball,合球(球),
21379325,korfball match,合球比賽,
21379326,labelled race,認證賽事,
21379327,laser pistol,雷射槍射擊,
21379328,laser precision target  ,雷射靶,
21379329,laser-run,跑步射擊,
21379330,last stone draw(LSD),決定後手壺{冰壺},
21379331,late arrival,延遲到達,
21379332,late cant,進攻無口號,
21379333,lateral  ,外側的,
21379334,lateral  movement ,橫移,
21379335,layout pass  ,仰臥傳球,
21379336,layout shot ,仰臥射門,
21379337,lead out pass ,第一傳,
21379338,league system,積分系統,
21379339,leash,腳繩,
21379340,leather  cased  ball ,皮製球,
21379341,leave the water  ,雙方離場,
21379342,leaving the lane,離開跑道,
21379343,left  back  ,左衛,
21379344,left on base(LOB),殘壘,
21379345,left-handed deliveries,左手投擲者,
21379346,leg warmers,暖腿套{冰壺},
21379347,legrope,腳繩,
21379348,lift  ,開球,
21379349,ligament ,韌帶,
21379350,light barrier,終點線；光柵,
21379351,limbs,弓臂,
21379352,line change ,更換球員,
21379353,line out(LO),強球出局,
21379354,line up,陣容,
21379355,line up of team  ,全隊陣容,
21379356,lines of sight,視線距離,
21379357,line-up,等浪點,
21379358,lipslide,卡板側,
21379359,live result,即時成績,
21379360,lob pass,高吊傳球,
21379361,locker room,更衣室,
21379362,long turn,大回轉,
21379363,loop pass ,弧形傳球,
21379364,loss (L),敗投{棒壘球},
21379365,low house,低靶房{射擊},
21379366,low trajectory  ,低弧度球,
21379367,lower leg trauma ,下肢外傷,
21379368,luge,雪橇,
21379369,Luge Continental Cup,洲際盃雪橇錦標賽,
21379370,Luge European Championships,歐洲雪橇錦標賽,
21379371,lunge  block ,躍起封球,
21379372,maglight,鎂合金橋體支架,
21379373,main stadium,主場館,
21379374,major foul  ,嚴重犯規,
21379375,making the hook ,變向90度,
21379376,man advantage drill ,多打少的練習,
21379377,man to man marking  ,人盯人{水球},
21379378,man up situation  ,多打少局面 ,
21379379,manual,後輪滑行,
21379380,mark the opponent ,封閉對手,
21379381,marker,補靶員,
21379382,marker tape,標示帶,
21379383,marshall area,檢錄處,
21379384,marshalling area,集合區；檢錄處,
21379385,mascot,吉祥物,
21379386,mass start competitions,集體出發賽,
21379387,masseur,按摩師,
21379388,match of water polo ,水球比賽,
21379389,match time,比賽時間,
21379390,maximum climb(MC),最大爬升,
21379391,measurement  of the goal ,球門尺寸,
21379392,measurement judge,丈量裁判員,
21379393,measuring device,測距裝置{冰壺},
21379394,mechanism  of injury  ,傷害機轉,
21379395,medal matche,獎牌爭奪賽,
21379396,media ,內側的,
21379397,media ceter,媒體中心,
21379398,medical delegate,醫護代表,
21379399,medical examination and assistance,醫療服務,
21379400,meeting direcor ,賽事主任,
21379401,member federation,會員協會,
21379402,meniscl ,半月板,
21379403,meniscus,半月骨,
21379404,midtank ,中路,
21379405,mind,心{霹靂舞},
21379406,minutes(MIN),上場時間,
21379407,mixed curling,混合冰壺,
21379408,mixed double curling,混合雙人冰壺,
21379409,mixed gender sport ,男女混合運動,
21379410,mixed marathon race walk relay,混合競走接力,
21379411,mixed zone,混合區,
21379412,modern pentathlete,現代五項運動員,
21379413,mondotrack,蒙多跑道,
21379414,mongo,用前腳推動板子前進,
21379415,mongo-foot,蒙古腳位{滑板},
21379416,mountain bike,登山車,
21379417,mountain running,山地越野賽,
21379418,movable obstacle ,可移動障礙物,
21379419,move back,機動後衝,
21379420,move ball in and out ,傳球進同出,
21379421,moving back ,機動後退,
21379422,moving play ,機動打法,
21379423,moving sideways,橫向移動,
21379424,multiple foul,多次犯規,
21379425,multiple free throw,連罰,
21379426,multiple peak situation,多浪頭情況,
21379427,musicality,音樂性,
21379428,myositis  ossificans,骨化性肌炎,
21379429,national flag sticker,國旗貼紙,
21379430,national senior championships,國家長青錦標賽,
21379431,nature track,自然滑道,
21379432,nature track sports director,自然滑道運動主任,
21379433,nature track(IRO ),國際自然滑道雪橇規則,
21379434,neutral  throw ,裁判球,
21379435,neutral zone chaos drill ,中立區混亂訓練,
21379436,next stoppage ,下一次暫停,
21379437,no breathing ,憋氣,
21379438,no-charge semi-circle areas,進攻免責區,
21379439,nock,箭尾,
21379440,no-look pass ,不看傳球,
21379441,non passing situation.  ,不適宜傳球,
21379442,non-allowable malfunction(NAM),非容許故障,
21379443,non-offending team,未犯規隊,
21379444,nordic combined,北歐兩項,
21379445,nose guard,板頭保護墊,
21379446,nose manual,前輪滑行,
21379447,nose riding,板頭駕乘,
21379448,nosegrind,板頭卡桿,
21379449,noseslide,卡板頭,
21379450,number 3 ball–circumference 59.0 - 60.0 cm,3號球-周長59.0 - 60.0公分,
21379451,number 4 ball–circumference 64.0 - 66.0 cm,4號球-周長64.0 - 66.0公分,
21379452,objection,異議,
21379453,objectionable substance,禁用物品,
21379454,obstacle course,障礙賽場地,
21379455,obstacle course racing,障礙跑競賽,
21379456,off-ball movement,無球跑動,
21379457,offensive efficiency,進攻效率,
21379458,official championship program,官方錦標賽計畫,
21379459,official implements list,合格器材清單,
21379460,official training,正式練習,
21379461,off-piste,出界,
21379462,offset,八字踏步,
21379463,ollie fakie,倒滑豚跳,
21379464,on base agains,被上壘率,
21379465,on base percentage(OBP),上壘率,
21379466,on base plus slugging percentage(OPS),上壘加長打率,
21379467,on fire,手感火熱,
21379468,one  hand shoulder shot ,單手肩上射門,
21379469,one foot back ,一人跟在腳後,
21379470,one hand shot ,單手射門,
21379471,one hand underhand pass,單手低手傳球,
21379472,one peak situation,單一浪頭情況,
21379473,one skate double poling,單蹬冰雙杖推撐滑行,
21379474,one two three defence ,1-2-3防守,
21379475,one-leg swipe,單腳跳轉,
21379476,one-piece wetsuit,一件式防寒衣,
21379477,open kinetic chain exercise(OKC),開放式動力鏈運動,
21379478,open range,開放式靶場,
21379479,open water ,露天水面{水球},
21379480,opening,顯示區{射擊},
21379481,opponent batting average(B/AVG),被打擊率,
21379482,order from the water ,命令退場,
21379483,organisational delegates,籌委會代表,
21379484,orientation tour,場館導覽,
21379485,origin  ,起點,
21379486,original pentathlon,原始五項{古代奧運},
21379487,orthotic ,矯正輔具,
21379488,out-of-competition(OOC),會外賽,
21379489,out-of-play position,非比賽中的石壺位置,
21379490,outside in,由外向內守；內旋{冰壺},
21379491,outside mark ,二米線防守法,
21379492,outside shoting,外圍投籃,
21379493,outurn area,緩衝區,
21379494,over (call),球越過該防守者{喊},
21379495,overhead pass,頭頂傳球,
21379496,overhead shot,頭上投籃,
21379497,overspeed,超速,
21379498,own goal line ,本方球門線,
21379499,Pacific-Asia Curling Championships(PACC},亞太區冰壺錦標賽,
21379500,paddle,槳,
21379501,paddleboard ,立槳衝浪板,
21379502,paddling,划水,
21379503,paddling interference,划水干擾,
21379504,pads,護具,
21379505,paint ,禁區,
21379506,palming the ball,低拍傳球,
21379507,parallel competition,平行賽,
21379508,parallel giant slalom,平行大回轉,
21379509,parallel skiing,平行滑雪,
21379510,parallel stop,雙足停止,
21379511,partnie drag,拖帶練習,
21379512,party ball (call),防守球員攔截球{喊},
21379513,pass and go,傳動,
21379514,pass and go drill ,一傳練習,
21379515,pass out ,由球門後傳球入場,
21379516,pass over ,傳過頭,
21379517,pass under pressure,在壓力下傳球,
21379518,passed trial,跳過{田徑},
21379519,passing ,傳球動作,
21379520,passing angle ,傳球角度,
21379521,passing attack ,傳球進攻,
21379522,passing game ,傳球練習,
21379523,passing line ,傳球路線,
21379524,passing machine ,向前傳球的球員,
21379525,passive play,消極比賽,
21379526,"patello femoral  syndromes,{=PFS}",髕骨股骨症候群,
21379527,penalties shoot out,點球大戰,
21379528,penalty spot,罰球點,
21379529,penalty zone,懲罰區{田徑競走},
21379530,pentathlon world ranking ,現代五項國際排名 ,
21379531,percentage defence ,機遇率防守法,
21379532,perfections,b-boy最好的動作,
21379533,performativity,表演性,
21379534,perimeter of zone ,區域聯防圈,
21379535,periosteum  ,骨膜,
21379536,persistent foul play ,連續犯規,
21379537,personal fouls(PF),犯規次數,
21379538,personal implements,個人器材,
21379539,personal watercraft (PWC) ,個人船隻 ,
21379540,personality,個性,
21379541,physical connection,物理連接,
21379542,physical quality ,肢體性,
21379543,pick out,投手牽制出局,
21379544,pick up,開始盯人,
21379545,pin them into the post ,釘在門柱,
21379546,pinched off,被推擠,
21379547,pivot cup,頂點,
21379548,pivot player,策應球員,
21379549,pivot shot,轉身投籃,
21379550,pivoting,旋轉,
21379551,planter  fasciitis  ,足底筋膜炎,
21379552,plasticine indicator board,橡皮泥顯示板,
21379553,plate appearances(PA),打席,
21379554,play field ,球場{水球},
21379555,play on,繼續比賽,
21379556,play outside one’s zone,越區比賽,
21379557,play the ball with foot,腳觸球,
21379558,play up ,鉗制,
21379559,playbook,戰術板,
21379560,playing area,一般球員區,
21379561,playing end,得分端,
21379562,playing pool ,球場{水球},
21379563,plugging,扣籃,
21379564,pod,座艙座位,
21379565,point break,定點起浪,
21379566,points ,積分,
21379567,points(PTS) ,總得分,
21379568,pole vault base protector pads ,撐竿跳護墊,
21379569,pole vault base rail base pad  ,撐竿跳基座護墊,
21379570,pole vault box ,撐竿跳插斗,
21379571,pole vault box cover,撐竿跳插斗蓋,
21379572,poles,雪杖,
21379573,poling,推杖,
21379574,pool ,水球運動,
21379575,pool balance ,球員分佈,
21379576,pop and tip ,顛球,
21379577,pop out,近距飛球出局,
21379578,pop shot ,挑推射門,
21379579,pop shove-it,倒板,
21379580,position(POS),先發位置,
21379581,positioned stone,定位壺,
21379582,positioning,定位,
21379583,post,球柱,
21379584,post event control area,賽後控制區,
21379585,post up,背向單打,
21379586,post-competition testing,賽後抽查,
21379587,"posterior cruciate ligament,{=PCL}",後十字韌帶,
21379588,postponement  of the competition,比賽延期,
21379589,post-up,背身單打,
21379590,pour percentage shot ,命中率低的射門,
21379591,powerbridge,繼電器,
21379592,powermove,大地板動作,
21379593,precinct of the bath,球場範圍,
21379594,pre-event training(PET),賽前練習,
21379595,press center,媒體中心,
21379596,press seating,記者席,
21379597,press tribune,記者室,
21379598,press zone,記者席,
21379599,pressing all-court game,全場緊逼,
21379600,pressing defense,緊迫盯人,
21379601,pressure roll ,下壓起動球,
21379602,procedure for EST examination,電子計分靶檢查程序,
21379603,procedures for verification of world records,世界紀錄證明程序,
21379604,productive,有效進攻,
21379605,pronation ,旋前,
21379606,protected ball possession,保護控球權,
21379607,protected walkway,防護通道,
21379608,protest fee,抗議費,
21379609,protocols,儀軌,
21379610,proximal  ,近端的,
21379611,pump fake ,假動作,
21379612,pumping track,波浪道,
21379613,pursuit,追擊；追逐賽,
21379614,quadriceps femoris,股四頭肌,
21379615,qualification best,資格賽最佳,
21379616,qualified by performance in field events,表現擇優錄取 {田徑田賽},
21379617,qualified by place in track events,名次擇優錄取,
21379618,qualified by standard in field events,達標錄取 {田徑田賽},
21379619,qualified by time in track events,時間擇優錄取,
21379620,qualifying standards,合格標準,
21379621,quarter ice station ,四分之一冰場,
21379622,quarter-court shot,近投,
21379623,quiver,箭筒,
21379624,r – run scored(R),失分,
21379625,race clothing(RC),比賽服裝,
21379626,race director,賽事主任,
21379627,race format,比賽形式,
21379628,race walking events communication system,競走項目溝通系統,
21379629,raid,進攻,
21379630,raid out of turn,非進攻方進入敵區進攻,
21379631,raider,進攻者,
21379632,rail surfing,板緣衝浪 ,
21379633,random draw,隨機抽籤,
21379634,range,射程,
21379635,range incident report ,靶場事件報告,
21379636,range officer(RO),靶場裁判,
21379637,ratification,核准,
21379638,realistic entires,不誠實報名之懲罰,
21379639,rear bridges,後橋,
21379640,rear pivot,後轉,
21379641,rear suspension,後避震,
21379642,reasonable collision,合理衝撞,
21379643,recaller,召回發令員,
21379644,red card,紅卡,
21379645,referee for combined events,全能主裁判,
21379646,referee for the call room,檢錄裁判長,
21379647,referee for the field events,競賽裁判長,
21379648,referee for the track events,田賽裁判長,
21379649,referee lounges,裁判休息室,
21379650,referee room,裁判休息室,
21379651,referee throw-up,爭球,
21379652,reflip,360度翻板,
21379653,relay competitons,接力賽,
21379654,releases the propelling charge,釋放氣體,
21379655,repechage round,敗部復活賽,
21379656,reserve athlete,候補運動員,
21379657,rest/recovery area,休息區,
21379658,re-start ,重新開始,
21379659,re-surf,重賽,
21379660,retinaculum ,支持帶,
21379661,reversing direction,反轉方向,
21379662,right of way(ROW),先行權,
21379663,right-handed deliveries,右手投擲者,
21379664,rim ,籃框,
21379665,riser,弓把；橋墊{滑板},
21379666,rosters,輪值表,
21379667,round ,回合,
21379668,r-rim,後圈,
21379669,rts jury,評分室審判委員,
21379670,rts officer(RTSO),評分室職員,
21379671,rub off,擺脫防守者,
21379672,run batted In(RBI),打點,
21379673,run time,跑動時間{射擊},
21379674,runner horns,刀片固定架,
21379675,runners,滑行刀片{雪橇},
21379676,running and race walking events,跑步及競走賽,
